X=0, Y=0, distance between=0.0
Best distance for picture 11 was 2.27671151788e-05 at Y = 4
X=11, Y=0, distance between=0.00368827265897
X=11, Y=1, distance between=0.00286106747414
X=11, Y=2, distance between=0.00230706767146
X=11, Y=3, distance between=0.00222358824913
X=11, Y=4, distance between=0.00221599921074
X=11, Y=5, distance between=0.00302802631879
X=11, Y=6, distance between=0.00272446478307
X=11, Y=7, distance between=0.00255750593842
X=11, Y=8, distance between=0.00264098536074
X=11, Y=9, distance between=0.00213251978842
X=11, Y=10, distance between=0.00224635536431
X=11, Y=11, distance between=0.0
X=11, Y=12, distance between=0.00273964285985
X=11, Y=13, distance between=0.00278517709021
X=11, Y=14, distance between=0.00220841017235
X=11, Y=15, distance between=0.00187449248306
X=11, Y=16, distance between=0.00251956074646
X=11, Y=17, distance between=0.00213251978842
X=11, Y=18, distance between=0.00163164325448
X=11, Y=19, distance between=0.00201109517413
X=11, Y=20, distance between=0.0021476978652
X=11, Y=21, distance between=0.00266375247592
X=11, Y=22, distance between=0.00210216363485
X=11, Y=23, distance between=0.0023677799786
X=11, Y=24, distance between=0.00166958844645
X=11, Y=25, distance between=0.00163164325448
X=11, Y=26, distance between=0.0013963830643
X=11, Y=27, distance between=0.0025802730536
X=11, Y=28, distance between=0.00135084883394
X=11, Y=29, distance between=0.00236019094021
X=11, Y=30, distance between=0.00234501286342
X=11, Y=31, distance between=0.00130531460359
X=11, Y=32, distance between=0.00286865651253
X=11, Y=33, distance between=0.00295972497325
Best distance for picture 12 was 0.00130531460359 at Y = 32
X=12, Y=0, distance between=0.000948629799118
X=12, Y=1, distance between=0.000121424614287
X=12, Y=2, distance between=0.000432575188398
X=12, Y=3, distance between=0.00051605461072
X=12, Y=4, distance between=0.000523643649113
X=12, Y=5, distance between=0.000288383458932
X=12, Y=6, distance between=1.51780767859e-05
X=12, Y=7, distance between=0.000182136921431
X=12, Y=8, distance between=9.86574991083e-05
X=12, Y=9, distance between=0.000607123071436
